name,code,country,lat,lon,elev,id,peak_name,peak_lon,peak_lat,summit_lon,summit_lat,min_lon,min_lat,max_lon,max_lat,min_height,max_height,bbox_width,bbox_height,bbox_depth
Cap de Sestignes,CapdeSes,FR,42.829483333333336,0.5361666666666667,1627.0m,30,Cap de Sestignes,0.5361666666666667,42.829483333333336,0.5347222222222222,42.83083333333334,0.5333333333333333,42.82805555555556,0.5375,42.83222222222222,1526,1683,16,16,147
Cap de Soulas,CapdeSou,FR,42.7796,0.46808333333333335,2013.0m,31,Cap de Soulas,0.46808333333333335,42.7796,0.4677777777777778,42.779444444444444,0.4652777777777778,42.776944444444446,0.47055555555555556,42.782222222222224,1811,2025,20,20,204
Cap de Tus,CapdeTus,FR,42.89423333333333,0.6829999999999999,1061.0m,32,Cap de Tus,0.6829999999999999,42.89423333333333,0.6816666666666666,42.89416666666667,0.6802777777777778,42.89138888888889,0.6844444444444444,42.89694444444444,869,1150,16,21,271
Cap dera Potèrla,CapderaP,ES,42.836816666666664,0.7904,1781.0m,35,Cap dera Potèrla,0.7904,42.836816666666664,0.7897222222222222,42.836666666666666,0.7875,42.83416666666667,0.7925,42.839444444444446,1570,1796,19,20,216
Cap dera Sèrra,CapderaS,ES,42.84435,0.7437,1209.0m,36,Cap dera Sèrra,0.7437,42.84435,0.745,42.844722222222224,0.7422222222222222,42.841944444444444,0.7463888888888889,42.84722222222222,950,1335,16,20,375
Cap dera Tòra,CapderaT,ES,42.81968333333333,0.6680499999999999,1924.0m,37,Cap dera Tòra,0.6680499999999999,42.81968333333333,0.6669444444444445,42.818333333333335,0.6652777777777777,42.816944444444445,0.6697222222222222,42.821111111111115,1721,1952,17,16,221
Cap des Agudes,CapdesAg,ES,42.82658333333333,0.6893333333333334,1678.0m,38,Cap des Agudes,0.6893333333333334,42.82658333333333,0.6894444444444444,42.82666666666667,0.6866666666666666,42.82388888888889,0.6922222222222222,42.82944444444445,1421,1680,21,21,249
Cap des Barres,CapdesBa,FR,42.8631,0.51545,1761.0m,39,Cap des Barres,0.51545,42.8631,0.5161111111111112,42.86277777777778,0.5133333333333333,42.86027777777778,0.5183333333333333,42.86555555555556,1580,1771,19,20,181
Cap des Canarilhes,CapdesCa,ES,42.835966666666664,0.7793,1764.0m,40,Cap des Canarilhes,0.7793,42.835966666666664,0.7780555555555555,42.836111111111116,0.7763888888888889,42.833333333333336,0.7808333333333334,42.83861111111111,1550,1761,17,20,201
Cap des Hittes,CapdesHi,FR,42.7626,0.4622333333333334,2368.0m,42,Cap des Hittes,0.4622333333333334,42.7626,0.46194444444444444,42.76305555555556,0.45944444444444443,42.76027777777778,0.4647222222222222,42.76527777777778,2090,2364,20,19,264
